id,name,description,unit_price,merchant_id,created_at,updated_at
1587,Unimpressed Longsword,It's just a cruel reminder that I'm single and likely to remain that way forever.,45.39,97,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1588,Horrified Vacuum cleaner,The best time to wear a striped sweater is all the time.,52.25,4,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1589,Mad Strong ale,The best time to wear a striped sweater is all the time.,37.55,55,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1590,Quiet Boomerang,It's just a cruel reminder that I'm single and likely to remain that way forever.,43.91,73,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1591,Humiliated Steel warhammer,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,10.24,1,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1592,Resentful Shortbow,I can't see my forehead!,39.58,80,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1593,Warm Fruit beer,It's just a cruel reminder that I'm single and likely to remain that way forever.,12.82,27,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1594,Safe Pizza,F is for friends who do stuff together!,16.16,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1595,Baffled Pizza,Future!!!,76.67,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1596,Hopeless Akaviri sword dg,I can't see my forehead!,95.94,10,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1597,Numb Bock,"Ravioli, ravioli. Give me the formuoli.",77.11,33,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1598,Happy Cold-pressed juicer,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",27.93,99,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1599,Passive Dagger,The best time to wear a striped sweater is all the time.,16.18,55,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1600,Useless Shortsword,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",66.25,42,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1601,Leery Evaporative cooler,"Goodbye everyone, I'll remember you all in therapy.",70.47,25,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1602,Puzzled Dart,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",31.67,89,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1603,Absorbed Daedric battleaxe,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",88.89,7,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1604,Disillusioned Solar water heater,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",80.49,53,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1605,Nonchalant Shortsword,"I wumbo, you wumbo, he she we wumbo.",43.33,42,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1606,Distant European amber lager,I have no soul.,87.34,40,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1607,Irritated Dark lager,I can't see my forehead!,51.33,91,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1608,Threatened Micathermic heater,Future!!!,92.69,74,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1609,Irked Kebab,"I wumbo, you wumbo, he she we wumbo.",20.75,67,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1610,Glum Pike,It's just a cruel reminder that I'm single and likely to remain that way forever.,29.12,52,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1611,Obstinate Crossbow,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",79.54,34,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1612,Blissful Salmon nigiri,I might as well sleep for 100 years or so.,22.58,20,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1613,Victorious Poutine,I knew I shouldn't have gotten out of bed today.,64.62,32,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1614,Obligated Electric water boiler,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",83.22,9,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1615,Wasted Wood-aged beer,I'm ready! I'm ready!,40.69,28,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1616,Repulsed Pilsner,Future!!!,93.65,68,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1617,Zealous Longbow,Future!!!,39.44,98,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1618,Unruffled English pale ale,But it's my only night to be fancy!,92.23,22,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1619,Agreeable Fettuccine alfredo,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",55.24,78,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1620,Irritable Pasta with tomato and basil,The inner machinations of my mind are an enigma.,50.65,43,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1621,Melodramatic Sling,I have no soul.,14.64,60,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1622,Cantankerous Dravin's bow,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",55.19,36,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1623,Neglectful Club,I knew I shouldn't have gotten out of bed today.,98.25,95,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1624,Teary Tie press,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",77.55,80,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1625,Alarmed Longsword,All I know is fine dining and breathing.,33.78,15,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1626,Sorrowful Longbow,"Ravioli, ravioli. Give me the formuoli.",51.79,10,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1627,Obsessed Back boiler,"Ravioli, ravioli. Give me the formuoli.",31.58,84,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1628,Loving Clothes iron,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,33.75,52,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1629,Wronged Souvlaki,"Goodbye everyone, I'll remember you all in therapy.",41.49,4,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1630,Yearning Oven,All I know is fine dining and breathing.,14.16,5,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1631,Confident Massaman curry,"Goodbye everyone, I'll remember you all in therapy.",38.09,31,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1632,Valued Solar water heater,I knew I shouldn't have gotten out of bed today.,37.75,69,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1633,Victimized Dagger,"I wumbo, you wumbo, he she we wumbo.",48.84,91,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1634,Yielding Philadelphia maki,Is mayonnaise an instrument?,49.26,95,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1635,Ashamed Net,I have no soul.,60.23,36,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1636,Fearful Refrigerator,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,56.72,96,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1637,Overstimulated Herebane's courage,I have no soul.,17.84,70,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1638,Defiant Pizza,NO! This is Patrick!,45.61,79,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1639,Inspired Longbow,I knew I shouldn't have gotten out of bed today.,12.82,8,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1640,Irritable Shortbow,I have no soul.,97.28,34,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1641,Youthful Pizza,I'm ugly and I'm proud!,81.48,96,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1642,Excited Meatballs with sauce,Is mayonnaise an instrument?,24.41,23,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1643,Bitter Pizza,Wake me up when I care.,84.75,94,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1644,Refreshed Okin,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,83.66,72,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1645,Touched European amber lager,I'm ready! I'm ready!,58.95,21,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1646,Tender Hair dryer,I have no soul.,70.57,48,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1647,Willing Chicken milanese,"I wumbo, you wumbo, he she we wumbo.",17.76,44,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1648,Spiteful Dart,F is for friends who do stuff together!,17.51,25,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1649,Discouraged Morningstar,I can't see my forehead!,58.35,80,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1650,Manipulated Pierogi,"Goodbye everyone, I'll remember you all in therapy.",88.42,48,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1651,Cold Stout,It's just a cruel reminder that I'm single and likely to remain that way forever.,62.15,50,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1652,Overjoyed Shortbow,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,19.14,29,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1653,Stubborn German wheat and rye beer,I have no soul.,25.27,6,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1654,Helpless Light hammer,The best time to wear a striped sweater is all the time.,43.23,83,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1655,Tiresome Katsu curry,I have no soul.,80.05,51,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1656,Compulsive Peking duck,"Ravioli, ravioli. Give me the formuoli.",59.23,92,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1657,Loving Som tam,Wake me up when I care.,29.79,84,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1658,Concerned Merican ale,I might as well sleep for 100 years or so.,39.02,3,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1659,Greedy Quarterstaff,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",26.48,17,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1660,Addled Dark lager,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",50.67,46,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1661,Content Longbow,The best time to wear a striped sweater is all the time.,43.18,46,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1662,Uneasy Belgian and french ale,"Ravioli, ravioli. Give me the formuoli.",80.92,99,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1663,Lackluster Combo washer dryer,The inner machinations of my mind are an enigma.,18.86,26,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1664,Amazed Chicken wings,I knew I shouldn't have gotten out of bed today.,50.14,94,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1665,Irritated Auriel's bow dg,The best time to wear a striped sweater is all the time.,65.48,68,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1666,Misunderstood Dart,Can I be excused for the rest of my life?,94.92,9,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1667,Needed Pike,I might as well sleep for 100 years or so.,47.69,4,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1668,Serene Belgian strong ale,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,96.18,99,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1669,Disillusioned Scottish and irish ale,Future!!!,61.95,17,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1670,Embarrassed Shortbow,I can't see my forehead!,22.88,46,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1671,Forgiving Ceiling fan,I might as well sleep for 100 years or so.,87.91,86,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1672,Hopeless Bow of the hunt,It's just a cruel reminder that I'm single and likely to remain that way forever.,58.91,91,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1673,Tired Fruit beer,I might as well sleep for 100 years or so.,70.92,94,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1674,Vain Ancient nord greatsword,It's just a cruel reminder that I'm single and likely to remain that way forever.,49.13,60,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1675,Inquisitive Boomerang,"Goodbye everyone, I'll remember you all in therapy.",73.92,63,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1676,Mirthful Smoke-flavored,Look at all the hip young people eating sal-ads.,77.16,67,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1677,Tickled Strong ale,I might as well sleep for 100 years or so.,12.94,45,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1678,Troubled Combo washer dryer,I might as well sleep for 100 years or so.,29.07,80,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1679,Aggravated Sling,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,90.47,4,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1680,Fearful Blowgun,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",32.65,72,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1681,Gracious Drawer dishwasher,"Ravioli, ravioli. Give me the formuoli.",82.96,2,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1682,Charitable Crossbow,I knew I shouldn't have gotten out of bed today.,25.93,49,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1683,Trusting Quarterstaff,Wake me up when I care.,34.87,13,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1684,Marvelous Orcish battleaxe,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,10.14,38,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1685,Torn Light hybrid beer,But it's my only night to be fancy!,23.89,73,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1686,Petrified Pilsner,I'm ready! I'm ready!,39.22,92,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1687,Valuable Blade of woe,NO! This is Patrick!,31.13,91,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1688,Proud War pick,I'm ready! I'm ready!,62.19,17,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1689,Preoccupied Belgian and french ale,It's just a cruel reminder that I'm single and likely to remain that way forever.,18.17,45,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1690,Troubled Morningstar,Is mayonnaise an instrument?,55.38,29,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1691,Powerless Shortsword,"I wumbo, you wumbo, he she we wumbo.",48.56,55,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1692,Wronged Seafood paella,It's just a cruel reminder that I'm single and likely to remain that way forever.,76.04,12,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1693,Valuable Flail,The inner machinations of my mind are an enigma.,69.77,95,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1694,Prideful Pizza,I can't see my forehead!,11.94,98,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1695,Manipulative Teriyaki chicken donburi,I might as well sleep for 100 years or so.,82.86,49,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1696,Disillusioned Dark lager,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,61.08,77,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1697,Insecure Forced-air,The inner machinations of my mind are an enigma.,24.54,95,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1698,Annoyed Blowgun,The best time to wear a striped sweater is all the time.,69.35,6,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1699,Mopey Glass sword,"Goodbye everyone, I'll remember you all in therapy.",66.03,49,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1700,Warm Ebony warhammer,"Goodbye everyone, I'll remember you all in therapy.",31.28,31,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1701,Withdrawn Vacuum cleaner,Look at all the hip young people eating sal-ads.,66.87,67,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1702,Cold Katsu curry,I'm ready! I'm ready!,69.77,3,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1703,Needy Pappardelle alla bolognese,I can't see my forehead!,42.43,56,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1704,Bewildered Exhaust hood,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,52.74,25,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1705,Smug Exhaust hood,Wake me up when I care.,15.73,35,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1706,Weary Champion's cudgel dr,But it's my only night to be fancy!,48.99,19,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1707,Reluctant Angi's bow,NO! This is Patrick!,74.48,22,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1708,Furious Beverage opener,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,98.59,55,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1709,Inspired Crossbow,Wake me up when I care.,26.07,8,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1710,Complacent Ricotta stuffed ravioli,All I know is fine dining and breathing.,81.12,6,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1711,Irrational Sling,Future!!!,16.62,98,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1712,Trustworthy Glass bow,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,50.71,17,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1713,Vivacious English pale ale,I have no soul.,76.35,79,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1714,Doleful European amber lager,I have no soul.,16.39,58,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1715,Miserable Bock,I knew I shouldn't have gotten out of bed today.,70.97,9,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1716,Bold Clothes iron,I'm ready! I'm ready!,77.95,84,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1717,Unruffled Amber hybrid beer,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,89.23,88,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1718,Victorious Humidifier,"Goodbye everyone, I'll remember you all in therapy.",55.87,5,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1719,Kind Belgian strong ale,NO! This is Patrick!,20.86,34,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1720,Lethargic Glaive,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",73.97,62,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1721,Aggressive Belgian and french ale,I can't see my forehead!,49.45,99,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1722,Delighted Ancient nord greatsword,I might as well sleep for 100 years or so.,64.83,12,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1723,Remorseful War pick,But it's my only night to be fancy!,86.02,65,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1724,Foolish French toast,I knew I shouldn't have gotten out of bed today.,53.32,98,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1725,Cheerful Dagger,I have no soul.,68.65,46,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1726,Pleased Blowgun,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,11.57,22,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1727,Offended Crossbow,I might as well sleep for 100 years or so.,51.36,55,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1728,Contrite Dwarven bow,Can I be excused for the rest of my life?,85.95,86,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1729,Excited Vegetable soup,I'm ugly and I'm proud!,44.34,60,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1730,Greedy Flail,Future!!!,70.89,68,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1731,Capable English pale ale,Can I be excused for the rest of my life?,77.11,87,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1732,Powerless Nordic bow dr,All I know is fine dining and breathing.,29.88,36,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1733,Delighted Blowgun,"Goodbye everyone, I'll remember you all in therapy.",42.35,87,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1734,Rational Flame supervision device,NO! This is Patrick!,55.63,48,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1735,Unnerved Halberd,I have no soul.,61.15,6,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1736,Pleased Dart,Look at all the hip young people eating sal-ads.,62.45,46,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1737,Useless Net,"Ravioli, ravioli. Give me the formuoli.",18.14,72,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1738,Fearful Longbow,I knew I shouldn't have gotten out of bed today.,50.22,76,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1739,Exhausted Flail,I have no soul.,34.28,45,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1740,Qualified Pork belly buns,Look at all the hip young people eating sal-ads.,85.37,73,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
1741,Disengaged Mace,"Ravioli, ravioli. Give me the formuoli.",70.05,63,2012-03-27 14:54:06 UTC,2012-03-27 14:54:06 UTC
